instance_id,duration_hours,interrupted,service
DY-13084,5.2,0,DynamoDB
S3-38022,15.54,0,S3
RD-39265,8.18,0,RDS
EC-80610,8.21,0,EC2
RD-10893,1.16,0,RDS
EC-61415,19.02,0,EC2
S3-11515,19.29,0,S3
EC-66240,20.46,0,EC2
LA-41186,15.76,0,Lambda
S3-97029,21.77,0,S3
DY-85483,6.72,0,DynamoDB
RD-38350,12.17,0,RDS
LA-91417,21.04,0,Lambda
DY-75431,4.37,0,DynamoDB
EC-29581,20.63,1,EC2
LA-25511,12.51,0,Lambda
DY-82573,6.6,0,DynamoDB
S3-64460,19.46,0,S3
EC-31045,22.9,0,EC2
DY-32706,18.29,0,DynamoDB
EC-80714,8.2,0,EC2
DY-12716,23.69,0,DynamoDB
RD-54066,16.59,0,RDS
S3-76151,4.88,0,S3
LA-10463,23.07,0,Lambda
DY-30008,9.82,0,DynamoDB
EC-84417,16.56,0,EC2
S3-64970,14.29,0,S3
LA-27796,11.6,0,Lambda
EC-18802,22.45,0,EC2
S3-21516,16.43,0,S3
EC-62091,4.27,0,EC2
S3-19265,3.59,0,S3
LA-25386,8.5,0,Lambda
LA-99863,15.52,0,Lambda
EC-96988,15.48,0,EC2
S3-85452,18.84,0,S3
DY-39424,1.25,0,DynamoDB
LA-72699,2.29,0,Lambda
DY-52065,4.95,0,DynamoDB
DY-13775,21.24,0,DynamoDB
RD-63639,4.18,0,RDS
EC-23668,11.9,0,EC2
EC-74604,14.69,0,EC2
EC-24626,10.45,0,EC2
S3-19130,20.62,0,S3
LA-46993,6.9,0,Lambda
LA-58517,16.2,0,Lambda
RD-99156,20.45,0,RDS
RD-73080,8.94,0,RDS
RD-76985,12.01,0,RDS
DY-50277,1.01,0,DynamoDB
EC-55212,18.07,0,EC2
S3-36950,2.55,0,S3
LA-10215,10.9,0,Lambda
S3-33834,6.57,0,S3
EC-20345,15.29,0,EC2
EC-38229,1.82,0,EC2
LA-81537,6.35,0,Lambda
DY-87239,1.9,0,DynamoDB
RD-10228,8.85,0,RDS
DY-56032,19.75,0,DynamoDB
EC-73261,20.92,0,EC2
EC-52818,11.6,0,EC2
DY-99862,8.38,0,DynamoDB
RD-26576,6.72,0,RDS
RD-41601,10.17,0,RDS
EC-72894,17.25,1,EC2
RD-95119,6.4,0,RDS
RD-39511,2.58,0,RDS
LA-80167,6.55,0,Lambda
LA-42574,5.25,0,Lambda
S3-32813,6.15,0,S3
DY-28557,23.48,0,DynamoDB
EC-94577,8.59,0,EC2
RD-37025,8.8,0,RDS
S3-37094,7.86,0,S3
LA-11301,19.01,0,Lambda
RD-90440,7.52,0,RDS
DY-28300,21.92,0,DynamoDB
LA-45525,20.89,0,Lambda
EC-65514,22.98,1,EC2
RD-42634,4.2,0,RDS
S3-12895,1.3,0,S3
EC-42016,20.24,0,EC2
RD-14011,21.43,0,RDS
RD-49725,12.59,0,RDS
RD-88863,18.35,0,RDS
RD-34700,16.9,0,RDS
RD-15269,20.09,0,RDS
EC-59589,15.85,0,EC2
DY-40930,10.23,0,DynamoDB
DY-80934,10.51,0,DynamoDB
EC-92987,5.83,0,EC2
DY-59699,17.9,0,DynamoDB
S3-89737,10.02,0,S3
S3-95711,23.57,0,S3
EC-69470,8.88,0,EC2
S3-73656,15.57,0,S3
EC-66633,18.15,0,EC2
S3-36502,19.59,0,S3
LA-93123,13.92,0,Lambda
EC-45398,9.19,0,EC2
RD-65421,16.84,0,RDS
S3-95998,10.8,0,S3
LA-28984,15.78,0,Lambda
EC-92203,18.46,0,EC2
S3-30977,11.79,0,S3
RD-98177,9.7,0,RDS
S3-17382,8.89,0,S3
LA-56041,2.66,0,Lambda
DY-55156,2.28,0,DynamoDB
DY-14136,3.0,0,DynamoDB
LA-25479,4.38,0,Lambda
LA-80456,6.33,0,Lambda
EC-85069,12.13,1,EC2
DY-39968,8.89,0,DynamoDB
EC-71607,23.21,0,EC2
S3-75425,6.53,0,S3
LA-67196,13.74,0,Lambda
EC-54755,17.76,0,EC2
LA-61272,8.54,0,Lambda
EC-33889,3.64,0,EC2
S3-80190,14.41,0,S3
S3-66398,2.14,0,S3
RD-36870,5.98,0,RDS
DY-23016,22.14,0,DynamoDB
RD-25792,7.02,0,RDS
DY-73456,12.25,0,DynamoDB
S3-57691,14.09,0,S3
EC-48762,8.86,0,EC2
LA-95703,20.16,0,Lambda
S3-56854,22.64,0,S3
S3-43980,13.53,0,S3
EC-25896,11.26,0,EC2
S3-20681,16.5,0,S3
S3-21397,11.68,0,S3
EC-54264,5.29,0,EC2
S3-55254,3.6,0,S3
DY-92643,1.62,0,DynamoDB
DY-38412,23.25,0,DynamoDB
DY-21549,15.1,0,DynamoDB
DY-97968,23.13,0,DynamoDB
S3-53617,6.8,0,S3
LA-52919,12.75,0,Lambda
DY-68446,23.48,0,DynamoDB
DY-16447,9.92,0,DynamoDB
S3-14994,4.52,0,S3
RD-42355,17.12,0,RDS
S3-87355,8.12,0,S3
EC-54387,2.57,0,EC2
DY-55178,8.54,0,DynamoDB
EC-80726,8.49,0,EC2
DY-99242,14.43,0,DynamoDB
RD-70038,2.94,0,RDS
LA-88015,5.18,0,Lambda
RD-46132,18.02,0,RDS
S3-32469,4.23,0,S3
S3-76708,1.95,0,S3
EC-44409,17.2,0,EC2
EC-34054,11.01,0,EC2
S3-10363,22.39,0,S3
S3-82201,13.24,0,S3
S3-53965,3.79,0,S3
DY-40825,12.09,0,DynamoDB
RD-70241,21.66,0,RDS
DY-31584,22.22,0,DynamoDB
LA-80268,5.23,0,Lambda
DY-49563,15.34,0,DynamoDB
S3-11674,13.16,0,S3
DY-39140,17.74,0,DynamoDB
EC-33004,5.27,0,EC2
S3-68095,12.65,0,S3
RD-30116,7.37,0,RDS
DY-21283,2.6,0,DynamoDB
S3-23440,12.55,0,S3
EC-17868,20.24,0,EC2
EC-25734,8.74,0,EC2
DY-72514,2.14,0,DynamoDB
S3-73753,12.16,0,S3
RD-26453,8.76,0,RDS
LA-44775,6.44,0,Lambda
EC-12779,19.01,0,EC2
LA-65087,20.26,0,Lambda
RD-27400,6.87,0,RDS
DY-34600,2.42,0,DynamoDB
EC-51139,1.84,0,EC2
LA-97838,9.81,0,Lambda
EC-32785,11.07,1,EC2
LA-33777,10.7,0,Lambda
S3-33548,20.8,0,S3
S3-61287,8.65,0,S3
DY-26692,21.35,0,DynamoDB
RD-62409,18.63,0,RDS
EC-91731,12.88,0,EC2
RD-31341,16.76,0,RDS
LA-97759,18.43,0,Lambda
DY-56900,22.27,0,DynamoDB
S3-59156,4.95,0,S3
S3-35938,2.47,0,S3
DY-70282,20.6,0,DynamoDB
EC-70289,18.29,0,EC2
RD-20828,23.16,1,RDS
LA-47860,16.98,0,Lambda
RD-23515,20.57,0,RDS
S3-97227,14.38,0,S3
DY-85148,4.69,0,DynamoDB
S3-12892,21.68,0,S3
S3-10654,8.27,0,S3
LA-39087,21.9,0,Lambda
EC-58867,15.39,0,EC2
EC-98074,11.91,0,EC2
LA-97892,22.72,0,Lambda
DY-30698,4.4,0,DynamoDB
RD-45450,5.74,0,RDS
DY-80247,18.69,0,DynamoDB
RD-42152,1.48,0,RDS
EC-76543,9.79,1,EC2
S3-79444,12.62,0,S3
S3-37959,9.92,0,S3
DY-58353,23.47,0,DynamoDB
LA-61567,22.65,0,Lambda
RD-92464,3.28,0,RDS
S3-95092,15.43,0,S3
DY-98741,5.71,0,DynamoDB
LA-47045,10.18,0,Lambda
EC-36627,8.0,0,EC2
LA-39475,2.08,0,Lambda
EC-52292,9.68,0,EC2
DY-87814,22.8,0,DynamoDB
LA-66574,14.64,0,Lambda
DY-82267,18.07,0,DynamoDB
EC-99254,7.65,0,EC2
S3-90730,3.72,0,S3
S3-50870,14.28,0,S3
EC-35494,8.8,1,EC2
RD-10835,17.13,0,RDS
RD-47335,1.17,0,RDS
S3-70654,19.34,0,S3
S3-87527,23.52,0,S3
LA-70782,9.27,0,Lambda
LA-25823,11.2,0,Lambda
S3-13491,9.88,0,S3
RD-70408,16.85,0,RDS
LA-35163,10.82,0,Lambda
EC-22126,10.59,0,EC2
LA-13317,6.08,0,Lambda
LA-65963,2.26,0,Lambda
LA-25504,10.24,0,Lambda
DY-18605,20.73,0,DynamoDB
EC-37043,5.04,0,EC2
S3-43132,18.94,0,S3
RD-72580,1.22,0,RDS
RD-49236,22.62,0,RDS
S3-39992,11.5,0,S3
DY-89369,21.5,0,DynamoDB
RD-29122,23.63,0,RDS
LA-92800,3.87,0,Lambda
RD-96064,5.24,0,RDS
EC-25032,18.81,1,EC2
EC-29751,10.53,0,EC2
S3-74817,1.62,0,S3
DY-59597,18.52,0,DynamoDB
DY-91515,13.32,0,DynamoDB
RD-64144,21.41,0,RDS
DY-79711,12.21,0,DynamoDB
DY-31395,12.71,0,DynamoDB
RD-93732,21.48,0,RDS
EC-81260,7.5,0,EC2
LA-57340,17.31,0,Lambda
S3-59703,14.31,0,S3
EC-24390,11.11,0,EC2
DY-34502,3.65,0,DynamoDB
DY-67716,10.04,0,DynamoDB
RD-92768,21.92,0,RDS
S3-84231,22.57,0,S3
LA-92234,4.71,0,Lambda
RD-21182,1.33,0,RDS
RD-56098,16.83,0,RDS
LA-31876,23.89,0,Lambda
LA-81206,6.44,0,Lambda
DY-48885,4.89,0,DynamoDB
RD-57299,2.33,0,RDS
EC-61012,6.23,0,EC2
EC-68123,23.78,0,EC2
RD-97318,20.59,0,RDS
LA-69643,8.98,0,Lambda
S3-44812,1.74,0,S3
LA-60251,19.32,0,Lambda
LA-89980,5.31,0,Lambda
S3-72559,7.0,0,S3
LA-52863,12.76,0,Lambda
S3-91914,14.14,0,S3
RD-36183,14.09,0,RDS
S3-26198,17.51,0,S3
EC-24266,4.02,0,EC2
S3-41213,20.94,0,S3
LA-61588,14.79,0,Lambda
RD-81846,16.87,0,RDS
S3-66523,11.2,0,S3
LA-86958,4.98,0,Lambda
S3-46931,17.94,0,S3
RD-68502,4.2,0,RDS
RD-48507,12.29,0,RDS
EC-96923,8.12,0,EC2
RD-32990,18.93,0,RDS
LA-86102,23.62,0,Lambda
RD-12042,17.47,0,RDS
RD-43477,16.57,0,RDS
LA-46018,23.69,0,Lambda
LA-93021,20.36,0,Lambda
RD-40111,10.6,0,RDS
RD-21826,4.08,0,RDS
S3-68031,5.58,0,S3
RD-38481,6.84,0,RDS
EC-64800,7.66,0,EC2
EC-38552,18.49,0,EC2
EC-86311,9.43,0,EC2
EC-56562,21.05,0,EC2
RD-68535,6.56,0,RDS
S3-13127,9.25,0,S3
LA-78931,18.89,0,Lambda
RD-73749,1.29,0,RDS
DY-61024,8.2,0,DynamoDB
RD-22467,1.23,0,RDS
EC-53481,5.05,0,EC2
DY-18418,4.15,0,DynamoDB
RD-73044,23.63,0,RDS
S3-20024,23.71,0,S3
S3-77084,14.09,0,S3
DY-13407,4.6,0,DynamoDB
LA-35092,1.05,0,Lambda
DY-36505,17.61,0,DynamoDB
S3-87511,12.93,0,S3
DY-13880,11.33,0,DynamoDB
EC-78321,16.01,0,EC2
EC-70102,11.67,0,EC2
LA-53333,11.47,0,Lambda
DY-60341,3.44,0,DynamoDB
DY-66920,18.66,0,DynamoDB
DY-36183,1.89,0,DynamoDB
DY-95781,15.87,0,DynamoDB
LA-78369,6.79,0,Lambda
S3-83181,2.87,0,S3
RD-40286,7.82,0,RDS
LA-36639,16.91,0,Lambda
S3-28316,4.35,0,S3
S3-95366,3.45,0,S3
S3-94627,3.97,0,S3
DY-13385,2.73,0,DynamoDB
LA-75030,6.06,0,Lambda
S3-86325,6.98,0,S3
RD-46404,19.89,0,RDS
RD-75886,17.34,0,RDS
EC-47500,22.44,0,EC2
S3-57997,11.05,0,S3
LA-45187,7.42,0,Lambda
DY-48090,23.96,0,DynamoDB
EC-66030,20.24,0,EC2
S3-58291,1.5,0,S3
DY-24016,15.87,0,DynamoDB
LA-71720,13.4,0,Lambda
LA-86478,14.53,0,Lambda
EC-70924,20.01,0,EC2
EC-73745,2.27,0,EC2
S3-58542,19.04,0,S3
DY-92421,8.17,0,DynamoDB
RD-68032,8.78,0,RDS
DY-81356,16.22,0,DynamoDB
LA-77838,17.09,0,Lambda
LA-40461,8.26,0,Lambda
S3-79263,3.36,0,S3
RD-76060,21.0,0,RDS
S3-26532,11.56,0,S3
LA-21353,17.95,0,Lambda
LA-21437,10.69,0,Lambda
DY-64880,9.09,0,DynamoDB
RD-57636,5.43,0,RDS
DY-98916,15.51,0,DynamoDB
DY-49993,2.12,0,DynamoDB
S3-59756,15.53,0,S3
DY-35993,3.1,0,DynamoDB
EC-99452,5.29,0,EC2
EC-72888,2.31,0,EC2
DY-80309,1.4,0,DynamoDB
RD-58632,23.96,0,RDS
DY-63463,14.72,0,DynamoDB
LA-48826,11.14,0,Lambda
LA-82233,17.46,0,Lambda
RD-59434,9.11,0,RDS
S3-89732,8.03,0,S3
EC-87225,2.78,0,EC2
EC-75602,3.43,0,EC2
S3-43332,8.41,0,S3
DY-79206,17.18,0,DynamoDB
RD-37027,16.48,0,RDS
DY-33104,7.58,0,DynamoDB
S3-39299,10.94,0,S3
RD-83474,5.83,0,RDS
EC-15077,5.05,0,EC2
EC-69840,2.11,0,EC2
DY-60711,22.19,0,DynamoDB
LA-44831,21.97,0,Lambda
S3-76830,6.83,0,S3
S3-34398,14.65,0,S3
DY-32340,21.97,0,DynamoDB
S3-64225,23.63,0,S3
EC-91110,21.84,0,EC2
DY-95707,11.53,0,DynamoDB
EC-97908,21.6,0,EC2
RD-32398,5.73,0,RDS
RD-20737,23.27,0,RDS
LA-60508,5.38,0,Lambda
S3-50733,5.33,0,S3
RD-77288,4.31,0,RDS
S3-70740,12.8,0,S3
EC-11132,4.0,0,EC2
DY-48563,3.25,0,DynamoDB
RD-83169,6.45,0,RDS
DY-68901,16.08,0,DynamoDB
RD-34363,6.02,0,RDS
S3-31301,7.12,0,S3
RD-47534,10.91,0,RDS
RD-65856,10.77,0,RDS
EC-43005,16.91,0,EC2
LA-95945,16.77,0,Lambda
EC-20195,6.6,0,EC2
DY-56202,6.14,0,DynamoDB
S3-96155,9.81,0,S3
S3-40562,6.01,0,S3
RD-78681,3.26,0,RDS
S3-67705,22.92,0,S3
LA-69025,6.82,0,Lambda
LA-78045,21.98,0,Lambda
RD-59833,8.26,0,RDS
RD-69473,9.63,1,RDS
DY-70646,3.2,0,DynamoDB
RD-75522,16.0,0,RDS
EC-36028,5.0,0,EC2
EC-68899,21.99,0,EC2
EC-33525,23.99,0,EC2
LA-60227,10.52,0,Lambda
S3-32763,12.57,0,S3
DY-47420,23.74,0,DynamoDB
RD-75149,4.77,0,RDS
DY-41362,5.9,0,DynamoDB
LA-16041,7.0,0,Lambda
RD-31059,10.64,0,RDS
RD-15419,4.83,0,RDS
LA-40337,2.25,0,Lambda
S3-82255,2.3,0,S3
RD-47841,19.09,0,RDS
S3-60281,12.11,0,S3
LA-68026,17.83,0,Lambda
DY-24621,18.32,0,DynamoDB
RD-50502,9.32,0,RDS
S3-59464,1.79,0,S3
RD-27194,10.94,0,RDS
S3-53723,21.49,0,S3
RD-69238,14.9,0,RDS
RD-12147,4.55,0,RDS
RD-71108,1.38,0,RDS
DY-63502,5.86,0,DynamoDB
RD-85361,15.31,0,RDS
S3-91171,23.07,0,S3
DY-16862,16.28,0,DynamoDB
EC-71991,16.87,1,EC2
S3-41826,11.01,0,S3
S3-87990,1.17,0,S3
EC-88052,4.35,0,EC2
DY-14886,6.36,0,DynamoDB
RD-31575,5.09,0,RDS
S3-70356,15.44,0,S3
EC-45790,14.75,0,EC2
RD-97904,16.39,0,RDS
DY-18989,5.7,0,DynamoDB
S3-29360,17.15,0,S3
RD-71313,12.18,0,RDS
RD-92597,19.42,0,RDS
LA-15544,14.67,1,Lambda
EC-44550,5.42,0,EC2
RD-90021,6.76,0,RDS
DY-85403,12.2,0,DynamoDB
LA-81318,13.49,0,Lambda
RD-26984,4.44,0,RDS
RD-11524,11.28,0,RDS
DY-45891,2.17,0,DynamoDB
LA-23362,22.31,0,Lambda
LA-28562,3.88,0,Lambda
EC-25791,23.65,1,EC2
RD-29665,17.44,0,RDS
EC-96148,5.02,0,EC2
LA-56531,7.66,0,Lambda
EC-93996,16.49,0,EC2
DY-64401,2.81,0,DynamoDB
S3-78706,10.36,0,S3
DY-72637,23.91,0,DynamoDB
LA-55406,15.61,0,Lambda
DY-23503,1.45,0,DynamoDB
LA-60390,7.89,0,Lambda
DY-50167,20.74,0,DynamoDB
RD-68701,4.67,0,RDS
RD-91218,1.72,0,RDS
DY-83302,21.68,0,DynamoDB
EC-47146,3.66,0,EC2
LA-78607,10.35,0,Lambda
RD-76576,2.86,1,RDS
LA-11779,3.01,0,Lambda
RD-15057,19.72,0,RDS
S3-29613,19.52,0,S3
DY-15188,22.64,0,DynamoDB
RD-70119,4.45,1,RDS
DY-15796,7.29,0,DynamoDB
S3-34074,13.34,0,S3
LA-78322,1.32,0,Lambda
DY-35988,14.79,0,DynamoDB
RD-33806,21.77,0,RDS
S3-19752,16.35,0,S3
RD-10453,18.6,0,RDS
S3-80404,19.84,0,S3
S3-43688,15.1,0,S3
RD-12017,15.79,0,RDS
DY-65982,6.82,0,DynamoDB
LA-20707,15.31,0,Lambda
LA-45031,11.46,0,Lambda
S3-75867,13.56,0,S3
RD-97640,1.01,0,RDS
S3-10727,3.09,0,S3
LA-98534,11.29,0,Lambda
S3-90378,15.33,0,S3
S3-57934,17.03,0,S3
LA-99367,8.36,0,Lambda
DY-39187,9.86,0,DynamoDB
S3-19215,3.92,0,S3
DY-35008,11.43,0,DynamoDB
S3-37626,5.41,0,S3
RD-73645,13.32,0,RDS
S3-49500,12.34,0,S3
S3-66096,8.79,0,S3
EC-84656,10.28,0,EC2
RD-85282,17.7,0,RDS
RD-18804,19.26,0,RDS
DY-72665,13.82,0,DynamoDB
DY-81055,3.44,0,DynamoDB
S3-95374,11.6,0,S3
LA-99826,16.86,0,Lambda
S3-12850,13.69,0,S3
EC-33535,23.21,0,EC2
S3-14055,6.6,0,S3
EC-38251,17.81,0,EC2
S3-81621,6.46,0,S3
DY-20702,17.62,0,DynamoDB
S3-41225,19.82,0,S3
DY-99630,9.11,0,DynamoDB
LA-94585,21.84,0,Lambda
LA-13513,12.94,0,Lambda
RD-90373,22.71,0,RDS
S3-66947,8.4,0,S3
RD-36393,7.2,0,RDS
S3-19107,11.43,0,S3
LA-62066,13.15,0,Lambda
EC-54527,20.25,0,EC2
RD-65698,17.73,0,RDS
RD-93569,7.55,0,RDS
LA-63331,8.21,0,Lambda
LA-62389,10.44,0,Lambda
EC-31322,19.44,0,EC2
RD-85164,23.57,0,RDS
LA-25357,18.4,0,Lambda
LA-84632,12.21,0,Lambda
EC-56157,14.33,0,EC2
EC-34596,16.64,0,EC2
DY-14655,23.9,0,DynamoDB
S3-66799,4.56,0,S3
DY-42376,9.56,0,DynamoDB
EC-56737,2.29,0,EC2
LA-30991,15.39,0,Lambda
EC-11541,4.67,0,EC2
RD-39283,13.92,0,RDS
LA-27806,8.63,0,Lambda
DY-28653,5.83,0,DynamoDB
DY-52399,1.51,0,DynamoDB
DY-37909,7.84,0,DynamoDB
LA-95879,3.13,0,Lambda
S3-60222,19.0,0,S3
S3-45863,15.69,1,S3
S3-80968,20.37,0,S3
EC-82390,15.05,0,EC2
EC-83173,22.16,0,EC2
RD-63019,18.65,0,RDS
LA-30187,8.26,0,Lambda
RD-49220,12.42,0,RDS
EC-65556,9.07,0,EC2
LA-29558,7.16,0,Lambda
DY-29462,1.35,0,DynamoDB
LA-56950,5.38,0,Lambda
EC-25089,15.45,0,EC2
DY-60539,2.62,0,DynamoDB
DY-23163,14.31,0,DynamoDB
LA-32419,9.71,0,Lambda
S3-84599,9.15,0,S3
EC-12413,21.56,0,EC2
EC-78104,17.77,0,EC2
S3-47679,14.95,0,S3
RD-75131,1.24,0,RDS
RD-68703,21.51,0,RDS
EC-96339,3.66,0,EC2
S3-42980,15.25,0,S3
S3-55807,23.79,0,S3
DY-23777,20.59,0,DynamoDB
RD-38469,12.52,0,RDS
RD-40699,8.84,0,RDS
DY-67089,9.05,0,DynamoDB
LA-26619,20.22,0,Lambda
RD-24779,6.88,0,RDS
DY-31630,20.54,0,DynamoDB
S3-57258,13.94,0,S3
LA-67853,9.83,0,Lambda
EC-86669,20.96,0,EC2
S3-77313,2.96,0,S3
LA-28161,8.35,0,Lambda
DY-34502,9.05,0,DynamoDB
S3-68645,9.55,0,S3
LA-38906,11.18,0,Lambda
EC-62021,4.76,0,EC2
S3-60721,1.31,0,S3
S3-65568,19.6,0,S3
RD-86508,12.13,0,RDS
LA-43172,22.47,0,Lambda
LA-46613,2.94,0,Lambda
RD-26448,12.72,0,RDS
DY-68759,10.8,0,DynamoDB
DY-45010,22.87,0,DynamoDB
RD-40936,21.04,0,RDS
S3-46390,13.38,0,S3
EC-27207,3.17,0,EC2
DY-90771,5.37,0,DynamoDB
EC-29276,16.29,0,EC2
LA-45670,15.61,0,Lambda
LA-75557,2.68,0,Lambda
DY-13641,17.05,0,DynamoDB
S3-84123,1.17,0,S3
LA-37197,4.42,1,Lambda
EC-69624,13.43,0,EC2
S3-64646,8.16,0,S3
DY-55712,11.71,0,DynamoDB
LA-84353,15.48,0,Lambda
DY-27127,9.21,0,DynamoDB
S3-56219,20.09,0,S3
S3-17903,5.43,0,S3
S3-93276,5.82,0,S3
RD-77300,14.37,0,RDS
RD-52372,21.47,0,RDS
EC-67442,16.87,0,EC2
S3-13650,17.86,0,S3
S3-13190,7.12,0,S3
LA-27459,3.03,0,Lambda
EC-59961,16.95,0,EC2
EC-71082,13.91,0,EC2
DY-81017,11.13,0,DynamoDB
S3-95468,13.62,0,S3
LA-91426,23.09,0,Lambda
DY-36149,1.54,0,DynamoDB
RD-95435,22.64,0,RDS
S3-20150,10.11,0,S3
EC-56936,9.87,0,EC2
S3-47381,19.34,0,S3
S3-54194,11.7,0,S3
RD-60493,14.5,0,RDS
LA-63080,9.91,0,Lambda
LA-68453,14.59,0,Lambda
LA-19716,6.8,0,Lambda
DY-10132,13.93,0,DynamoDB
LA-17213,22.95,0,Lambda
DY-78371,6.81,0,DynamoDB
RD-49601,14.69,1,RDS
S3-90032,15.31,0,S3
DY-15153,13.69,0,DynamoDB
RD-94981,3.18,1,RDS
DY-91542,21.85,0,DynamoDB
RD-86794,17.59,0,RDS
LA-11067,8.99,0,Lambda
LA-84554,21.31,0,Lambda
RD-13985,19.66,0,RDS
EC-71245,9.2,0,EC2
RD-81327,18.63,0,RDS
DY-58506,15.89,0,DynamoDB
RD-72435,15.95,0,RDS
S3-52933,3.69,0,S3
EC-96338,17.73,0,EC2
RD-38754,15.32,0,RDS
EC-58367,3.58,0,EC2
EC-52495,9.82,0,EC2
RD-37785,14.89,0,RDS
RD-22336,6.48,0,RDS
LA-55591,4.0,0,Lambda
RD-72672,4.34,0,RDS
RD-92886,14.98,0,RDS
LA-90907,1.23,0,Lambda
LA-78827,7.6,0,Lambda
S3-48889,20.65,0,S3
RD-15409,5.75,0,RDS
DY-17869,12.7,0,DynamoDB
EC-86302,17.72,0,EC2
LA-36442,17.96,0,Lambda
RD-52406,23.08,0,RDS
DY-37563,23.97,0,DynamoDB
EC-17244,2.84,0,EC2
RD-74471,6.35,0,RDS
DY-79586,6.07,0,DynamoDB
EC-59510,21.43,0,EC2
DY-27733,15.34,0,DynamoDB
LA-68971,23.25,0,Lambda
RD-62960,23.52,0,RDS
DY-58137,12.56,0,DynamoDB
DY-56412,8.68,0,DynamoDB
RD-42450,7.78,0,RDS
EC-71914,17.4,0,EC2
RD-78515,1.04,0,RDS
DY-43365,6.52,0,DynamoDB
S3-93797,10.28,0,S3
EC-97700,9.19,0,EC2
DY-76201,9.89,0,DynamoDB
S3-90141,1.13,0,S3
EC-43837,15.65,0,EC2
LA-47276,22.16,0,Lambda
RD-20514,14.09,0,RDS
EC-56715,18.01,0,EC2
EC-16256,11.07,0,EC2
DY-51548,2.13,0,DynamoDB
S3-99922,11.44,0,S3
EC-36205,20.65,0,EC2
RD-53019,21.91,0,RDS
EC-75936,22.18,0,EC2
EC-34406,13.67,0,EC2
DY-15752,19.56,0,DynamoDB
EC-96907,6.94,0,EC2
S3-20794,22.54,0,S3
DY-36872,3.0,0,DynamoDB
LA-53397,1.84,0,Lambda
LA-25438,16.24,0,Lambda
DY-57279,17.69,0,DynamoDB
S3-23026,15.99,0,S3
DY-82227,19.82,0,DynamoDB
DY-73755,2.64,0,DynamoDB
DY-48179,17.09,0,DynamoDB
DY-70561,16.31,0,DynamoDB
EC-36751,2.59,0,EC2
RD-22041,6.89,0,RDS
LA-36370,18.4,0,Lambda
S3-60231,17.04,0,S3
EC-39299,10.44,0,EC2
LA-19777,5.36,0,Lambda
RD-22881,5.55,0,RDS
DY-97911,5.1,0,DynamoDB
RD-57013,12.99,0,RDS
LA-88113,17.78,0,Lambda
LA-34124,19.59,0,Lambda
EC-95395,18.41,0,EC2
EC-76400,4.0,0,EC2
S3-87514,21.09,0,S3
DY-56540,4.03,0,DynamoDB
RD-39377,13.03,0,RDS
DY-21760,16.08,0,DynamoDB
RD-44332,1.41,0,RDS
DY-39990,1.37,0,DynamoDB
LA-65283,16.68,0,Lambda
LA-47579,19.47,0,Lambda
DY-86575,19.47,0,DynamoDB
S3-63632,17.55,0,S3
LA-90720,19.6,0,Lambda
S3-92227,18.14,0,S3
LA-26493,10.35,0,Lambda
EC-48452,22.39,0,EC2
EC-26940,6.23,0,EC2
DY-40869,6.34,0,DynamoDB
RD-29622,4.0,0,RDS
EC-39309,3.05,0,EC2
LA-96912,11.78,0,Lambda
LA-36613,21.44,0,Lambda
EC-86349,14.71,0,EC2
EC-38225,13.64,1,EC2
RD-11105,11.57,0,RDS
EC-52487,10.58,1,EC2
DY-87400,13.95,0,DynamoDB
RD-67175,21.44,0,RDS
EC-66866,4.93,0,EC2
LA-25401,11.97,0,Lambda
EC-26142,2.7,0,EC2
DY-85257,17.67,0,DynamoDB
DY-15190,8.0,0,DynamoDB
LA-62186,23.15,0,Lambda
RD-13262,14.16,0,RDS
LA-63472,2.45,0,Lambda
EC-90865,4.77,0,EC2
LA-96029,21.83,0,Lambda
RD-85271,15.05,0,RDS
S3-73171,3.6,0,S3
LA-76354,4.79,0,Lambda
RD-81196,17.95,0,RDS
S3-44470,14.53,0,S3
RD-99152,12.08,0,RDS
RD-32419,7.31,0,RDS
S3-49291,22.59,0,S3
LA-72182,13.98,0,Lambda
S3-56144,7.98,0,S3
LA-20974,16.83,0,Lambda
RD-91552,5.32,0,RDS
LA-46490,2.31,0,Lambda
DY-65612,9.4,0,DynamoDB
S3-23806,19.39,0,S3
S3-16458,19.96,0,S3
EC-42222,3.29,0,EC2
RD-27352,19.3,1,RDS
RD-49267,2.26,0,RDS
LA-40984,20.77,0,Lambda
DY-10801,19.4,0,DynamoDB
RD-19969,23.21,0,RDS
DY-35705,5.54,0,DynamoDB
EC-43351,23.13,0,EC2
S3-98116,3.05,0,S3
DY-56404,22.51,0,DynamoDB
RD-58506,9.43,0,RDS
S3-20131,7.64,0,S3
DY-12889,4.84,0,DynamoDB
DY-97154,12.83,0,DynamoDB
LA-17612,8.13,0,Lambda
S3-65897,2.65,0,S3
DY-28706,9.88,0,DynamoDB
LA-56910,1.45,0,Lambda
RD-50088,17.92,0,RDS
DY-41385,15.58,0,DynamoDB
LA-98222,21.08,0,Lambda
LA-93990,13.24,0,Lambda
S3-19921,8.24,0,S3
LA-99506,23.03,0,Lambda
DY-28847,17.86,0,DynamoDB
EC-79928,20.69,0,EC2
RD-29381,5.15,0,RDS
DY-69072,7.11,0,DynamoDB
DY-20082,8.4,0,DynamoDB
RD-77853,1.11,0,RDS
