service,cost,usage,usage_start_time
Lambda,0.7156,0.5902,2024-07-28 07:00:00
Lambda,0.7252,0.5915,2024-07-28 08:00:00
DynamoDB,0.1082,0.1456,2024-07-28 09:00:00
Lambda,0.4149,0.3658,2024-07-28 10:00:00
RDS,1.0266,0.2791,2024-07-28 11:00:00
S3,0.1001,0.4555,2024-07-28 12:00:00
EC2,2.6531,0.5956,2024-07-28 13:00:00
S3,0.1282,0.528,2024-07-28 14:00:00
RDS,2.6548,0.6771,2024-07-28 15:00:00
S3,0.0544,0.2271,2024-07-28 16:00:00
EC2,2.181,0.4447,2024-07-28 17:00:00
S3,0.1281,0.5431,2024-07-28 18:00:00
DynamoDB,0.28,0.4118,2024-07-28 19:00:00
RDS,2.5689,0.6976,2024-07-28 20:00:00
Lambda,0.8075,0.6836,2024-07-28 21:00:00
DynamoDB,0.2511,0.3686,2024-07-28 22:00:00
DynamoDB,0.3903,0.5718,2024-07-28 23:00:00
EC2,3.9018,0.8697,2024-07-29 00:00:00
S3,0.1436,0.5547,2024-07-29 01:00:00
RDS,2.2509,0.6198,2024-07-29 02:00:00
EC2,1.3687,0.3063,2024-07-29 03:00:00
EC2,3.3757,0.654,2024-07-29 04:00:00
S3,0.0933,0.4122,2024-07-29 05:00:00
RDS,0.0286,0.0084,2024-07-29 06:00:00
DynamoDB,0.3711,0.4773,2024-07-29 07:00:00
RDS,2.3195,0.6346,2024-07-29 08:00:00
EC2,1.9571,0.42,2024-07-29 09:00:00
EC2,3.7871,0.7811,2024-07-29 10:00:00
Lambda,0.0922,0.0795,2024-07-29 11:00:00
S3,0.0767,0.3284,2024-07-29 12:00:00
Lambda,0.7311,0.6126,2024-07-29 13:00:00
EC2,2.479,0.4846,2024-07-29 14:00:00
DynamoDB,0.2839,0.3607,2024-07-29 15:00:00
EC2,1.7634,0.3657,2024-07-29 16:00:00
RDS,1.6074,0.4438,2024-07-29 17:00:00
RDS,2.1661,0.5889,2024-07-29 18:00:00
DynamoDB,0.2374,0.3494,2024-07-29 19:00:00
DynamoDB,0.7026,1.0,2024-07-29 20:00:00
Lambda,0.7061,0.6398,2024-07-29 21:00:00
DynamoDB,0.3177,0.4441,2024-07-29 22:00:00
EC2,2.4654,0.5946,2024-07-29 23:00:00
S3,0.1206,0.5332,2024-07-30 00:00:00
RDS,1.9282,0.5649,2024-07-30 01:00:00
RDS,1.1679,0.3289,2024-07-30 02:00:00
EC2,1.3567,0.2895,2024-07-30 03:00:00
S3,0.057,0.2613,2024-07-30 04:00:00
DynamoDB,0.4738,0.7036,2024-07-30 05:00:00
Lambda,0.5781,0.4643,2024-07-30 06:00:00
S3,0.0867,0.377,2024-07-30 07:00:00
EC2,2.7635,0.5452,2024-07-30 08:00:00
DynamoDB,0.1902,0.2661,2024-07-30 09:00:00
DynamoDB,0.1083,0.1535,2024-07-30 10:00:00
DynamoDB,0.3493,0.5068,2024-07-30 11:00:00
S3,0.0912,0.4086,2024-07-30 12:00:00
DynamoDB,0.3907,0.5154,2024-07-30 13:00:00
S3,0.0652,0.2806,2024-07-30 14:00:00
EC2,3.0571,0.6005,2024-07-30 15:00:00
Lambda,0.2396,0.2014,2024-07-30 16:00:00
S3,0.1329,0.5566,2024-07-30 17:00:00
EC2,0.0228,0.0046,2024-07-30 18:00:00
S3,0.1941,0.8039,2024-07-30 19:00:00
EC2,1.374,0.2938,2024-07-30 20:00:00
Lambda,1.0714,0.854,2024-07-30 21:00:00
RDS,2.3011,0.628,2024-07-30 22:00:00
Lambda,0.4369,0.3678,2024-07-30 23:00:00
RDS,1.7918,0.4844,2024-07-31 00:00:00
RDS,3.0478,0.8018,2024-07-31 01:00:00
DynamoDB,0.1574,0.2161,2024-07-31 02:00:00
S3,0.1602,0.6474,2024-07-31 03:00:00
DynamoDB,0.3086,0.3742,2024-07-31 04:00:00
EC2,1.1104,0.2446,2024-07-31 05:00:00
EC2,2.902,0.5467,2024-07-31 06:00:00
EC2,1.576,0.3328,2024-07-31 07:00:00
DynamoDB,0.5147,0.7155,2024-07-31 08:00:00
Lambda,0.5344,0.4331,2024-07-31 09:00:00
DynamoDB,0.4198,0.5545,2024-07-31 10:00:00
DynamoDB,0.5544,0.7583,2024-07-31 11:00:00
Lambda,0.6772,0.5583,2024-07-31 12:00:00
Lambda,0.7194,0.5978,2024-07-31 13:00:00
Lambda,0.6357,0.4999,2024-07-31 14:00:00
S3,0.1782,0.8032,2024-07-31 15:00:00
DynamoDB,0.349,0.502,2024-07-31 16:00:00
S3,0.1072,0.4378,2024-07-31 17:00:00
RDS,2.2692,0.6339,2024-07-31 18:00:00
RDS,0.402,0.1173,2024-07-31 19:00:00
DynamoDB,0.4221,0.6793,2024-07-31 20:00:00
EC2,3.6322,0.7375,2024-07-31 21:00:00
Lambda,0.9068,0.7632,2024-07-31 22:00:00
S3,0.0215,0.0877,2024-07-31 23:00:00
RDS,2.8434,0.7549,2024-08-01 00:00:00
DynamoDB,0.2657,0.3675,2024-08-01 01:00:00
EC2,1.8111,0.3934,2024-08-01 02:00:00
DynamoDB,0.4678,0.6911,2024-08-01 03:00:00
EC2,1.4568,0.3212,2024-08-01 04:00:00
DynamoDB,0.1465,0.202,2024-08-01 05:00:00
Lambda,0.8706,0.7323,2024-08-01 06:00:00
Lambda,0.2486,0.1989,2024-08-01 07:00:00
EC2,3.8884,0.8371,2024-08-01 08:00:00
DynamoDB,0.2986,0.4043,2024-08-01 09:00:00
Lambda,0.9635,0.8244,2024-08-01 10:00:00
DynamoDB,0.1734,0.2335,2024-08-01 11:00:00
DynamoDB,0.4752,0.6598,2024-08-01 12:00:00
Lambda,0.4892,0.3884,2024-08-01 13:00:00
RDS,2.0964,0.6056,2024-08-01 14:00:00
RDS,1.7113,0.5098,2024-08-01 15:00:00
DynamoDB,0.4528,0.6372,2024-08-01 16:00:00
RDS,1.4838,0.4129,2024-08-01 17:00:00
S3,0.1274,0.5081,2024-08-01 18:00:00
Lambda,0.7361,0.6182,2024-08-01 19:00:00
RDS,2.3969,0.6527,2024-08-01 20:00:00
RDS,1.4835,0.4147,2024-08-01 21:00:00
DynamoDB,0.3472,0.4704,2024-08-01 22:00:00
EC2,2.0077,0.4266,2024-08-01 23:00:00
RDS,3.3687,0.8938,2024-08-02 00:00:00
EC2,1.7175,0.3479,2024-08-02 01:00:00
Lambda,0.6407,0.5237,2024-08-02 02:00:00
EC2,2.6824,0.5275,2024-08-02 03:00:00
RDS,2.0425,0.5691,2024-08-02 04:00:00
S3,0.172,0.7084,2024-08-02 05:00:00
S3,0.1278,0.5243,2024-08-02 06:00:00
Lambda,0.5778,0.4813,2024-08-02 07:00:00
RDS,1.3258,0.3827,2024-08-02 08:00:00
Lambda,0.3353,0.3003,2024-08-02 09:00:00
DynamoDB,0.2313,0.3241,2024-08-02 10:00:00
DynamoDB,0.3698,0.5206,2024-08-02 11:00:00
EC2,0.1494,0.0289,2024-08-02 12:00:00
Lambda,0.8799,0.7173,2024-08-02 13:00:00
S3,0.2012,0.8815,2024-08-02 14:00:00
Lambda,1.0022,0.8775,2024-08-02 15:00:00
EC2,2.4617,0.5477,2024-08-02 16:00:00
RDS,1.8455,0.5029,2024-08-02 17:00:00
Lambda,0.583,0.4691,2024-08-02 18:00:00
EC2,2.4299,0.5198,2024-08-02 19:00:00
DynamoDB,0.2897,0.3866,2024-08-02 20:00:00
S3,0.0927,0.3693,2024-08-02 21:00:00
RDS,2.4567,0.7445,2024-08-02 22:00:00
Lambda,0.9617,0.7266,2024-08-02 23:00:00
Lambda,0.6803,0.5504,2024-08-03 00:00:00
S3,0.1674,0.7074,2024-08-03 01:00:00
DynamoDB,0.3609,0.5365,2024-08-03 02:00:00
Lambda,0.649,0.5277,2024-08-03 03:00:00
S3,0.1525,0.6032,2024-08-03 04:00:00
S3,0.0806,0.345,2024-08-03 05:00:00
RDS,3.141,0.8791,2024-08-03 06:00:00
S3,0.1292,0.54,2024-08-03 07:00:00
S3,0.0871,0.3357,2024-08-03 08:00:00
S3,0.0893,0.3945,2024-08-03 09:00:00
Lambda,0.4426,0.4099,2024-08-03 10:00:00
S3,0.0844,0.3697,2024-08-03 11:00:00
S3,0.1446,0.6235,2024-08-03 12:00:00
S3,0.174,0.6776,2024-08-03 13:00:00
S3,0.1558,0.6562,2024-08-03 14:00:00
DynamoDB,0.3513,0.5282,2024-08-03 15:00:00
Lambda,0.5435,0.4732,2024-08-03 16:00:00
S3,0.1731,0.6389,2024-08-03 17:00:00
EC2,2.5931,0.6,2024-08-03 18:00:00
EC2,2.0658,0.4278,2024-08-03 19:00:00
EC2,2.3931,0.5175,2024-08-03 20:00:00
RDS,1.8538,0.5491,2024-08-03 21:00:00
DynamoDB,0.2312,0.311,2024-08-03 22:00:00
EC2,1.4633,0.2969,2024-08-03 23:00:00
DynamoDB,0.1772,0.2261,2024-08-04 00:00:00
EC2,1.6382,0.3451,2024-08-04 01:00:00
RDS,1.9804,0.5661,2024-08-04 02:00:00
Lambda,0.6527,0.5287,2024-08-04 03:00:00
DynamoDB,0.518,0.6921,2024-08-04 04:00:00
Lambda,0.5547,0.4656,2024-08-04 05:00:00
RDS,3.6572,0.9698,2024-08-04 06:00:00
DynamoDB,0.2284,0.3156,2024-08-04 07:00:00
Lambda,0.516,0.433,2024-08-04 08:00:00
RDS,0.8959,0.2541,2024-08-04 09:00:00
S3,0.2129,0.8623,2024-08-04 10:00:00
DynamoDB,0.0014,0.0018,2024-08-04 11:00:00
Lambda,0.846,0.7179,2024-08-04 12:00:00
RDS,2.2169,0.6435,2024-08-04 13:00:00
S3,0.1047,0.4059,2024-08-04 14:00:00
DynamoDB,0.2909,0.4457,2024-08-04 15:00:00
S3,0.1165,0.4873,2024-08-04 16:00:00
EC2,3.553,0.7397,2024-08-04 17:00:00
DynamoDB,0.3149,0.4157,2024-08-04 18:00:00
RDS,1.8162,0.5242,2024-08-04 19:00:00
RDS,2.6571,0.731,2024-08-04 20:00:00
DynamoDB,0.3636,0.5006,2024-08-04 21:00:00
EC2,1.336,0.2859,2024-08-04 22:00:00
DynamoDB,0.357,0.5007,2024-08-04 23:00:00
Lambda,0.9152,0.7545,2024-08-05 00:00:00
RDS,2.4167,0.671,2024-08-05 01:00:00
S3,0.1741,0.7113,2024-08-05 02:00:00
RDS,1.8085,0.5027,2024-08-05 03:00:00
EC2,1.5213,0.3091,2024-08-05 04:00:00
DynamoDB,0.3453,0.492,2024-08-05 05:00:00
RDS,2.4343,0.7213,2024-08-05 06:00:00
Lambda,0.5242,0.4155,2024-08-05 07:00:00
EC2,2.6964,0.5631,2024-08-05 08:00:00
EC2,2.6647,0.5502,2024-08-05 09:00:00
S3,0.0464,0.1967,2024-08-05 10:00:00
RDS,2.8662,0.8233,2024-08-05 11:00:00
DynamoDB,0.3057,0.4363,2024-08-05 12:00:00
EC2,2.2489,0.4826,2024-08-05 13:00:00
Lambda,0.7239,0.5973,2024-08-05 14:00:00
Lambda,0.7444,0.6547,2024-08-05 15:00:00
DynamoDB,0.3075,0.4319,2024-08-05 16:00:00
Lambda,0.6812,0.5911,2024-08-05 17:00:00
S3,0.1737,0.6831,2024-08-05 18:00:00
DynamoDB,0.2123,0.3022,2024-08-05 19:00:00
Lambda,0.5345,0.3936,2024-08-05 20:00:00
S3,0.1077,0.414,2024-08-05 21:00:00
Lambda,0.2814,0.2467,2024-08-05 22:00:00
RDS,1.2504,0.3627,2024-08-05 23:00:00
DynamoDB,0.31,0.4464,2024-08-06 00:00:00
Lambda,0.4267,0.3361,2024-08-06 01:00:00
Lambda,0.9361,0.7448,2024-08-06 02:00:00
S3,0.1458,0.6048,2024-08-06 03:00:00
RDS,1.3734,0.4006,2024-08-06 04:00:00
RDS,1.9404,0.5726,2024-08-06 05:00:00
S3,0.0765,0.3012,2024-08-06 06:00:00
RDS,3.2308,0.8801,2024-08-06 07:00:00
Lambda,0.8549,0.7213,2024-08-06 08:00:00
Lambda,0.2875,0.2325,2024-08-06 09:00:00
RDS,2.2178,0.6139,2024-08-06 10:00:00
Lambda,0.5679,0.4515,2024-08-06 11:00:00
RDS,1.0481,0.3029,2024-08-06 12:00:00
S3,0.0719,0.2984,2024-08-06 13:00:00
DynamoDB,0.1964,0.2824,2024-08-06 14:00:00
S3,0.085,0.3588,2024-08-06 15:00:00
DynamoDB,0.1465,0.2025,2024-08-06 16:00:00
S3,0.1811,0.7495,2024-08-06 17:00:00
EC2,4.1384,0.8083,2024-08-06 18:00:00
Lambda,0.7896,0.6555,2024-08-06 19:00:00
S3,0.1257,0.5045,2024-08-06 20:00:00
DynamoDB,0.275,0.4217,2024-08-06 21:00:00
RDS,2.0324,0.5984,2024-08-06 22:00:00
RDS,1.1073,0.3076,2024-08-06 23:00:00
S3,0.1073,0.481,2024-08-07 00:00:00
S3,0.1341,0.5331,2024-08-07 01:00:00
S3,0.07,0.2743,2024-08-07 02:00:00
RDS,0.7483,0.188,2024-08-07 03:00:00
EC2,2.0198,0.4177,2024-08-07 04:00:00
S3,0.0291,0.1216,2024-08-07 05:00:00
RDS,1.956,0.5457,2024-08-07 06:00:00
RDS,1.3286,0.3874,2024-08-07 07:00:00
S3,0.1745,0.7261,2024-08-07 08:00:00
DynamoDB,0.5666,0.8082,2024-08-07 09:00:00
DynamoDB,0.3095,0.413,2024-08-07 10:00:00
Lambda,0.1977,0.1754,2024-08-07 11:00:00
RDS,2.4384,0.7195,2024-08-07 12:00:00
Lambda,0.1787,0.1362,2024-08-07 13:00:00
Lambda,0.2679,0.2212,2024-08-07 14:00:00
DynamoDB,0.318,0.5138,2024-08-07 15:00:00
DynamoDB,0.3287,0.4465,2024-08-07 16:00:00
EC2,2.8639,0.5709,2024-08-07 17:00:00
RDS,1.5752,0.4225,2024-08-07 18:00:00
EC2,1.6157,0.3621,2024-08-07 19:00:00
S3,0.0535,0.2405,2024-08-07 20:00:00
EC2,3.1141,0.7019,2024-08-07 21:00:00
S3,0.1314,0.5548,2024-08-07 22:00:00
Lambda,0.6146,0.4795,2024-08-07 23:00:00
RDS,1.5297,0.4123,2024-08-08 00:00:00
EC2,2.4175,0.5075,2024-08-08 01:00:00
RDS,3.2069,0.96,2024-08-08 02:00:00
Lambda,0.9392,0.7578,2024-08-08 03:00:00
Lambda,0.5244,0.4041,2024-08-08 04:00:00
Lambda,0.1524,0.1304,2024-08-08 05:00:00
Lambda,0.3164,0.2583,2024-08-08 06:00:00
DynamoDB,0.204,0.2774,2024-08-08 07:00:00
DynamoDB,0.3252,0.4627,2024-08-08 08:00:00
Lambda,0.684,0.5777,2024-08-08 09:00:00
Lambda,0.3862,0.2823,2024-08-08 10:00:00
EC2,1.7181,0.4026,2024-08-08 11:00:00
RDS,1.1181,0.3316,2024-08-08 12:00:00
EC2,3.2445,0.6652,2024-08-08 13:00:00
Lambda,0.6828,0.5797,2024-08-08 14:00:00
DynamoDB,0.3138,0.4441,2024-08-08 15:00:00
S3,0.121,0.4838,2024-08-08 16:00:00
DynamoDB,0.4186,0.5672,2024-08-08 17:00:00
DynamoDB,0.451,0.5999,2024-08-08 18:00:00
DynamoDB,0.4087,0.5576,2024-08-08 19:00:00
S3,0.1712,0.7378,2024-08-08 20:00:00
Lambda,0.3712,0.3289,2024-08-08 21:00:00
Lambda,0.5842,0.5366,2024-08-08 22:00:00
Lambda,0.707,0.5924,2024-08-08 23:00:00
DynamoDB,0.5058,0.7269,2024-08-09 00:00:00
RDS,1.7464,0.4593,2024-08-09 01:00:00
RDS,2.7008,0.7766,2024-08-09 02:00:00
EC2,2.6124,0.5364,2024-08-09 03:00:00
RDS,2.0419,0.5747,2024-08-09 04:00:00
DynamoDB,0.4931,0.7563,2024-08-09 05:00:00
Lambda,0.5101,0.4158,2024-08-09 06:00:00
RDS,2.2732,0.5914,2024-08-09 07:00:00
S3,0.175,0.7396,2024-08-09 08:00:00
S3,0.1759,0.76,2024-08-09 09:00:00
Lambda,0.898,0.6862,2024-08-09 10:00:00
RDS,2.6889,0.743,2024-08-09 11:00:00
DynamoDB,0.2884,0.4336,2024-08-09 12:00:00
DynamoDB,0.3822,0.5621,2024-08-09 13:00:00
RDS,1.1558,0.3414,2024-08-09 14:00:00
EC2,1.9553,0.4079,2024-08-09 15:00:00
EC2,2.5827,0.5547,2024-08-09 16:00:00
S3,0.1695,0.7139,2024-08-09 17:00:00
Lambda,0.4156,0.3425,2024-08-09 18:00:00
S3,0.2178,0.8927,2024-08-09 19:00:00
Lambda,0.4737,0.4274,2024-08-09 20:00:00
Lambda,0.5538,0.4561,2024-08-09 21:00:00
Lambda,0.4648,0.4225,2024-08-09 22:00:00
Lambda,0.4247,0.3299,2024-08-09 23:00:00
DynamoDB,0.5414,0.7868,2024-08-10 00:00:00
RDS,2.1498,0.6346,2024-08-10 01:00:00
Lambda,0.9485,0.7809,2024-08-10 02:00:00
RDS,2.2707,0.6899,2024-08-10 03:00:00
Lambda,0.7623,0.6355,2024-08-10 04:00:00
DynamoDB,0.5048,0.6704,2024-08-10 05:00:00
DynamoDB,0.3584,0.5132,2024-08-10 06:00:00
RDS,2.3543,0.6559,2024-08-10 07:00:00
RDS,1.1177,0.3254,2024-08-10 08:00:00
S3,0.0478,0.2046,2024-08-10 09:00:00
S3,0.1745,0.7205,2024-08-10 10:00:00
EC2,1.9675,0.394,2024-08-10 11:00:00
S3,0.0804,0.3335,2024-08-10 12:00:00
S3,0.1157,0.4641,2024-08-10 13:00:00
Lambda,0.2121,0.1846,2024-08-10 14:00:00
EC2,0.8165,0.1724,2024-08-10 15:00:00
S3,0.1736,0.7423,2024-08-10 16:00:00
S3,0.0996,0.3979,2024-08-10 17:00:00
RDS,2.558,0.7137,2024-08-10 18:00:00
EC2,2.8927,0.6369,2024-08-10 19:00:00
EC2,4.1228,0.7756,2024-08-10 20:00:00
EC2,2.5981,0.6042,2024-08-10 21:00:00
RDS,1.4409,0.3884,2024-08-10 22:00:00
DynamoDB,0.3183,0.4157,2024-08-10 23:00:00
EC2,2.8599,0.6176,2024-08-11 00:00:00
EC2,2.3223,0.5065,2024-08-11 01:00:00
RDS,1.6223,0.4635,2024-08-11 02:00:00
DynamoDB,0.5852,0.735,2024-08-11 03:00:00
EC2,0.9274,0.2138,2024-08-11 04:00:00
EC2,2.0003,0.451,2024-08-11 05:00:00
Lambda,0.634,0.5092,2024-08-11 06:00:00
DynamoDB,0.5809,0.7988,2024-08-11 07:00:00
S3,0.0998,0.4614,2024-08-11 08:00:00
EC2,2.4338,0.5052,2024-08-11 09:00:00
RDS,2.18,0.6278,2024-08-11 10:00:00
Lambda,0.459,0.413,2024-08-11 11:00:00
S3,0.0095,0.0417,2024-08-11 12:00:00
S3,0.0454,0.1859,2024-08-11 13:00:00
Lambda,0.4628,0.3964,2024-08-11 14:00:00
RDS,0.9149,0.3031,2024-08-11 15:00:00
S3,0.1828,0.8017,2024-08-11 16:00:00
S3,0.0929,0.4175,2024-08-11 17:00:00
DynamoDB,0.5035,0.6944,2024-08-11 18:00:00
S3,0.0788,0.3347,2024-08-11 19:00:00
EC2,3.9964,0.8356,2024-08-11 20:00:00
EC2,2.1208,0.4637,2024-08-11 21:00:00
Lambda,0.1441,0.1211,2024-08-11 22:00:00
Lambda,0.7154,0.5651,2024-08-11 23:00:00
RDS,0.1709,0.0503,2024-08-12 00:00:00
RDS,1.3816,0.3839,2024-08-12 01:00:00
DynamoDB,0.3371,0.471,2024-08-12 02:00:00
Lambda,0.6664,0.5816,2024-08-12 03:00:00
DynamoDB,0.5052,0.6868,2024-08-12 04:00:00
RDS,1.6954,0.436,2024-08-12 05:00:00
S3,0.2038,0.8113,2024-08-12 06:00:00
DynamoDB,0.0,0.0,2024-08-12 07:00:00
S3,0.174,0.659,2024-08-12 08:00:00
DynamoDB,0.5807,0.7475,2024-08-12 09:00:00
DynamoDB,0.5193,0.6757,2024-08-12 10:00:00
RDS,3.2708,0.8988,2024-08-12 11:00:00
DynamoDB,0.1315,0.1856,2024-08-12 12:00:00
RDS,2.0886,0.578,2024-08-12 13:00:00
DynamoDB,0.1658,0.2507,2024-08-12 14:00:00
DynamoDB,0.2635,0.3518,2024-08-12 15:00:00
Lambda,1.0242,0.8161,2024-08-12 16:00:00
Lambda,0.8503,0.7115,2024-08-12 17:00:00
RDS,0.5333,0.1516,2024-08-12 18:00:00
DynamoDB,0.3147,0.4482,2024-08-12 19:00:00
S3,0.1253,0.5109,2024-08-12 20:00:00
EC2,3.1741,0.6706,2024-08-12 21:00:00
RDS,0.4189,0.1192,2024-08-12 22:00:00
Lambda,0.6478,0.5087,2024-08-12 23:00:00
Lambda,0.4756,0.3864,2024-08-13 00:00:00
RDS,2.0133,0.558,2024-08-13 01:00:00
Lambda,0.7961,0.6861,2024-08-13 02:00:00
S3,0.0923,0.385,2024-08-13 03:00:00
Lambda,0.4577,0.372,2024-08-13 04:00:00
EC2,1.7347,0.3574,2024-08-13 05:00:00
EC2,2.3286,0.48,2024-08-13 06:00:00
DynamoDB,0.2888,0.4081,2024-08-13 07:00:00
S3,0.1259,0.5192,2024-08-13 08:00:00
Lambda,0.6501,0.4992,2024-08-13 09:00:00
Lambda,0.3611,0.3019,2024-08-13 10:00:00
RDS,0.6794,0.1853,2024-08-13 11:00:00
DynamoDB,0.1966,0.277,2024-08-13 12:00:00
EC2,2.0715,0.4256,2024-08-13 13:00:00
RDS,1.3603,0.3894,2024-08-13 14:00:00
RDS,2.8741,0.7872,2024-08-13 15:00:00
Lambda,0.4595,0.3878,2024-08-13 16:00:00
EC2,3.9327,0.8291,2024-08-13 17:00:00
RDS,1.2591,0.3621,2024-08-13 18:00:00
Lambda,0.4543,0.3902,2024-08-13 19:00:00
DynamoDB,0.1659,0.2441,2024-08-13 20:00:00
S3,0.0826,0.3341,2024-08-13 21:00:00
EC2,2.0129,0.4238,2024-08-13 22:00:00
DynamoDB,0.578,0.754,2024-08-13 23:00:00
Lambda,0.5155,0.4436,2024-08-14 00:00:00
S3,0.0812,0.3271,2024-08-14 01:00:00
RDS,1.6207,0.4591,2024-08-14 02:00:00
DynamoDB,0.2335,0.3373,2024-08-14 03:00:00
RDS,1.8969,0.564,2024-08-14 04:00:00
RDS,2.4491,0.699,2024-08-14 05:00:00
S3,0.1053,0.4701,2024-08-14 06:00:00
S3,0.1174,0.4975,2024-08-14 07:00:00
RDS,1.8937,0.49,2024-08-14 08:00:00
RDS,1.8513,0.5355,2024-08-14 09:00:00
S3,0.0884,0.3577,2024-08-14 10:00:00
Lambda,0.9245,0.7597,2024-08-14 11:00:00
EC2,3.1545,0.6377,2024-08-14 12:00:00
RDS,2.5467,0.7838,2024-08-14 13:00:00
S3,0.1595,0.6334,2024-08-14 14:00:00
DynamoDB,0.1598,0.2323,2024-08-14 15:00:00
DynamoDB,0.2288,0.3298,2024-08-14 16:00:00
Lambda,0.4903,0.4037,2024-08-14 17:00:00
Lambda,0.8514,0.6731,2024-08-14 18:00:00
DynamoDB,0.2292,0.3324,2024-08-14 19:00:00
Lambda,0.9454,0.7632,2024-08-14 20:00:00
RDS,1.9037,0.5166,2024-08-14 21:00:00
S3,0.1217,0.494,2024-08-14 22:00:00
EC2,2.1053,0.4328,2024-08-14 23:00:00
S3,0.0459,0.1979,2024-08-15 00:00:00
S3,0.0859,0.3646,2024-08-15 01:00:00
Lambda,0.3676,0.3147,2024-08-15 02:00:00
EC2,0.9721,0.1971,2024-08-15 03:00:00
RDS,1.5922,0.4835,2024-08-15 04:00:00
DynamoDB,0.2438,0.333,2024-08-15 05:00:00
RDS,1.3599,0.3914,2024-08-15 06:00:00
Lambda,0.5921,0.4851,2024-08-15 07:00:00
DynamoDB,0.1574,0.2127,2024-08-15 08:00:00
RDS,1.2227,0.3399,2024-08-15 09:00:00
S3,0.1152,0.4929,2024-08-15 10:00:00
Lambda,0.3493,0.2953,2024-08-15 11:00:00
EC2,3.6907,0.8251,2024-08-15 12:00:00
S3,0.1986,0.8385,2024-08-15 13:00:00
EC2,2.3017,0.5071,2024-08-15 14:00:00
DynamoDB,0.2427,0.3457,2024-08-15 15:00:00
EC2,1.3815,0.2909,2024-08-15 16:00:00
S3,0.1098,0.4186,2024-08-15 17:00:00
EC2,1.2872,0.2668,2024-08-15 18:00:00
Lambda,0.6242,0.5496,2024-08-15 19:00:00
Lambda,0.7496,0.6374,2024-08-15 20:00:00
S3,0.0004,0.0015,2024-08-15 21:00:00
RDS,0.9436,0.2766,2024-08-15 22:00:00
EC2,3.0073,0.6376,2024-08-15 23:00:00
S3,0.174,0.6836,2024-08-16 00:00:00
EC2,1.8515,0.371,2024-08-16 01:00:00
S3,0.0931,0.3489,2024-08-16 02:00:00
EC2,1.8238,0.3614,2024-08-16 03:00:00
RDS,2.4456,0.6688,2024-08-16 04:00:00
S3,0.0871,0.3659,2024-08-16 05:00:00
Lambda,0.0841,0.0693,2024-08-16 06:00:00
RDS,2.0654,0.5699,2024-08-16 07:00:00
Lambda,0.0,0.0,2024-08-16 08:00:00
RDS,1.2798,0.3504,2024-08-16 09:00:00
Lambda,0.6637,0.5579,2024-08-16 10:00:00
RDS,2.1415,0.627,2024-08-16 11:00:00
EC2,3.0567,0.622,2024-08-16 12:00:00
Lambda,0.6843,0.5755,2024-08-16 13:00:00
EC2,4.26,0.8661,2024-08-16 14:00:00
S3,0.0744,0.3063,2024-08-16 15:00:00
EC2,3.0306,0.6505,2024-08-16 16:00:00
Lambda,0.8779,0.7179,2024-08-16 17:00:00
RDS,0.1151,0.0315,2024-08-16 18:00:00
EC2,2.0642,0.4188,2024-08-16 19:00:00
DynamoDB,0.5008,0.6888,2024-08-16 20:00:00
RDS,2.9722,0.8331,2024-08-16 21:00:00
S3,0.156,0.625,2024-08-16 22:00:00
S3,0.1198,0.4805,2024-08-16 23:00:00
Lambda,0.4476,0.3811,2024-08-17 00:00:00
RDS,0.8653,0.2375,2024-08-17 01:00:00
EC2,2.8722,0.5651,2024-08-17 02:00:00
EC2,3.1145,0.6582,2024-08-17 03:00:00
S3,0.0648,0.2644,2024-08-17 04:00:00
RDS,2.6979,0.7222,2024-08-17 05:00:00
RDS,2.5535,0.7169,2024-08-17 06:00:00
S3,0.094,0.4067,2024-08-17 07:00:00
EC2,2.3371,0.4888,2024-08-17 08:00:00
S3,0.1291,0.5413,2024-08-17 09:00:00
RDS,1.6376,0.4733,2024-08-17 10:00:00
EC2,3.3166,0.6883,2024-08-17 11:00:00
DynamoDB,0.3224,0.4651,2024-08-17 12:00:00
S3,0.0597,0.2336,2024-08-17 13:00:00
RDS,2.0208,0.6109,2024-08-17 14:00:00
RDS,2.4578,0.6526,2024-08-17 15:00:00
Lambda,0.6802,0.5249,2024-08-17 16:00:00
Lambda,0.6058,0.5433,2024-08-17 17:00:00
S3,0.1392,0.573,2024-08-17 18:00:00
EC2,1.8731,0.3793,2024-08-17 19:00:00
DynamoDB,0.1258,0.1665,2024-08-17 20:00:00
DynamoDB,0.222,0.3244,2024-08-17 21:00:00
EC2,2.3403,0.4772,2024-08-17 22:00:00
Lambda,0.6156,0.5328,2024-08-17 23:00:00
RDS,1.3543,0.3988,2024-08-18 00:00:00
Lambda,0.5754,0.4551,2024-08-18 01:00:00
S3,0.1249,0.4991,2024-08-18 02:00:00
Lambda,0.9214,0.7911,2024-08-18 03:00:00
EC2,2.462,0.4627,2024-08-18 04:00:00
S3,0.1735,0.7889,2024-08-18 05:00:00
EC2,2.7717,0.5774,2024-08-18 06:00:00
S3,0.1537,0.6653,2024-08-18 07:00:00
RDS,1.1551,0.3321,2024-08-18 08:00:00
Lambda,0.4816,0.3856,2024-08-18 09:00:00
EC2,1.2266,0.2638,2024-08-18 10:00:00
S3,0.0358,0.1422,2024-08-18 11:00:00
Lambda,0.8902,0.7542,2024-08-18 12:00:00
